subject,activity,domain,acc_component,motion,derivative,axis,statistic,value
8,WALKING_DOWNSTAIRS,frequency,body,linear,3,Z,mean,0.058609689044736846
8,WALKING_DOWNSTAIRS,frequency,body,linear,3,X,sd,0.17265898206578947
8,WALKING_DOWNSTAIRS,frequency,body,linear,3,Y,sd,0.2739437917736842
8,WALKING_DOWNSTAIRS,frequency,body,linear,3,Z,sd,-0.08466741868421053
8,WALKING_DOWNSTAIRS,frequency,body,angular,2,X,mean,-0.1307404452368421
8,WALKING_DOWNSTAIRS,frequency,body,angular,2,Y,mean,0.11609087902631579
8,WALKING_DOWNSTAIRS,frequency,body,angular,2,Z,mean,0.027749806517631582
8,WALKING_DOWNSTAIRS,frequency,body,angular,2,X,sd,-0.302735102631579
8,WALKING_DOWNSTAIRS,frequency,body,angular,2,Y,sd,-0.0461356322868421
8,WALKING_DOWNSTAIRS,frequency,body,angular,2,Z,sd,-0.2682534062105263
8,WALKING_DOWNSTAIRS,frequency,body,linear,2,XYZ,mean,0.3016267573157895
8,WALKING_DOWNSTAIRS,frequency,body,linear,2,XYZ,sd,-0.15614109357894737
8,WALKING_DOWNSTAIRS,frequency,body,linear,3,XYZ,mean,0.3315284599210527
8,WALKING_DOWNSTAIRS,frequency,body,linear,3,XYZ,sd,0.1347347312368421
8,WALKING_DOWNSTAIRS,frequency,body,angular,2,XYZ,mean,-3.6272967368420765e-4
8,WALKING_DOWNSTAIRS,frequency,body,angular,2,XYZ,sd,-0.25559031421052636
8,WALKING_DOWNSTAIRS,frequency,body,angular,3,XYZ,mean,-0.12517958674473684
8,WALKING_DOWNSTAIRS,frequency,body,angular,3,XYZ,sd,-0.26298447
8,WALKING_UPSTAIRS,time,body,linear,2,Z,mean,-0.11512211995121951
8,WALKING_UPSTAIRS,time,body,linear,2,X,sd,-0.17171217463414634
8,WALKING_UPSTAIRS,time,body,linear,2,Y,sd,0.3487687331707317
8,WALKING_UPSTAIRS,time,body,linear,2,Z,sd,0.12118727879024391
8,WALKING_UPSTAIRS,time,gravity,linear,2,X,mean,0.8603687187804878
8,WALKING_UPSTAIRS,time,gravity,linear,2,Y,mean,-0.2913414917073171
8,WALKING_UPSTAIRS,time,gravity,linear,2,Z,mean,-0.19230696063170732
8,WALKING_UPSTAIRS,time,gravity,linear,2,X,sd,-0.926673287804878
8,WALKING_UPSTAIRS,time,gravity,linear,2,Y,sd,-0.9310320685365854
8,WALKING_UPSTAIRS,time,gravity,linear,2,Z,sd,-0.8761689304878049
8,WALKING_UPSTAIRS,time,body,linear,3,X,mean,0.08138168093951219
8,WALKING_UPSTAIRS,time,body,linear,3,Y,mean,0.014120592097560971
8,WALKING_UPSTAIRS,time,body,linear,3,Z,mean,-0.06745839192682927
8,WALKING_UPSTAIRS,time,body,linear,3,X,sd,-0.18661889526829267
8,WALKING_UPSTAIRS,time,body,linear,3,Y,sd,-0.012350110492682928
8,WALKING_UPSTAIRS,time,body,linear,3,Z,sd,-0.44751817909756103
8,WALKING_UPSTAIRS,time,body,angular,2,X,mean,0.1927044759512195
8,WALKING_UPSTAIRS,time,body,angular,2,Y,mean,-0.20420535608780488
8,WALKING_UPSTAIRS,time,body,angular,2,Z,mean,-0.0724546025804878
8,WALKING_UPSTAIRS,time,body,angular,2,X,sd,-0.3674283672195122
8,WALKING_UPSTAIRS,time,body,angular,2,Y,sd,-0.06669808614146341
8,WALKING_UPSTAIRS,time,body,angular,2,Z,sd,0.33752647743658537
8,WALKING_UPSTAIRS,time,body,angular,3,X,mean,-0.1554456741487805
8,WALKING_UPSTAIRS,time,body,angular,3,Y,mean,-0.02791957709756097
8,WALKING_UPSTAIRS,time,body,angular,3,Z,mean,-0.053409038243902425
8,WALKING_UPSTAIRS,time,body,angular,3,X,sd,-0.40507069195121953
8,WALKING_UPSTAIRS,time,body,angular,3,Y,sd,-0.42467567341463414
8,WALKING_UPSTAIRS,time,body,angular,3,Z,sd,-0.43036665878048785
8,WALKING_UPSTAIRS,time,body,linear,2,XYZ,mean,0.12102662919512194
8,WALKING_UPSTAIRS,time,body,linear,2,XYZ,sd,-0.2272002542195122
8,WALKING_UPSTAIRS,time,gravity,linear,2,XYZ,mean,0.12102662919512194
8,WALKING_UPSTAIRS,time,gravity,linear,2,XYZ,sd,-0.2272002542195122
8,WALKING_UPSTAIRS,time,body,linear,3,XYZ,mean,-0.14149461346585365
8,WALKING_UPSTAIRS,time,body,linear,3,XYZ,sd,-0.22829636414634147
8,WALKING_UPSTAIRS,time,body,angular,2,XYZ,mean,0.166447991
8,WALKING_UPSTAIRS,time,body,angular,2,XYZ,sd,-0.1093279238292683
8,WALKING_UPSTAIRS,time,body,angular,3,XYZ,mean,-0.40066401414634145
8,WALKING_UPSTAIRS,time,body,angular,3,XYZ,sd,-0.49397503170731705
8,WALKING_UPSTAIRS,frequency,body,linear,2,X,mean,-0.16641106538780487
8,WALKING_UPSTAIRS,frequency,body,linear,2,Y,mean,0.2634313998780488
8,WALKING_UPSTAIRS,frequency,body,linear,2,Z,mean,-0.07294969411219512
8,WALKING_UPSTAIRS,frequency,body,linear,2,X,sd,-0.1752849901707317
8,WALKING_UPSTAIRS,frequency,body,linear,2,Y,sd,0.30540146
8,WALKING_UPSTAIRS,frequency,body,linear,2,Z,sd,0.13376619357804878
8,WALKING_UPSTAIRS,frequency,body,linear,3,X,mean,-0.20027724916585365
8,WALKING_UPSTAIRS,frequency,body,linear,3,Y,mean,-0.025795259063414636
8,WALKING_UPSTAIRS,frequency,body,linear,3,Z,mean,-0.3866558036585366
8,WALKING_UPSTAIRS,frequency,body,linear,3,X,sd,-0.24733661795121953
8,WALKING_UPSTAIRS,frequency,body,linear,3,Y,sd,-0.07008214644390244
8,WALKING_UPSTAIRS,frequency,body,linear,3,Z,sd,-0.5082483168292683
8,WALKING_UPSTAIRS,frequency,body,angular,2,X,mean,-0.24026076168292684
8,WALKING_UPSTAIRS,frequency,body,angular,2,Y,mean,-0.11316214446097561
8,WALKING_UPSTAIRS,frequency,body,angular,2,Z,mean,0.16597418695121952
8,WALKING_UPSTAIRS,frequency,body,angular,2,X,sd,-0.4099555807804878
8,WALKING_UPSTAIRS,frequency,body,angular,2,Y,sd,-0.047880251258536594
8,WALKING_UPSTAIRS,frequency,body,angular,2,Z,sd,0.2632028784292683
8,WALKING_UPSTAIRS,frequency,body,linear,2,XYZ,mean,-0.13026451905121952
8,WALKING_UPSTAIRS,frequency,body,linear,2,XYZ,sd,-0.4092828517073171
8,WALKING_UPSTAIRS,frequency,body,linear,3,XYZ,mean,-0.13185056746097562
8,WALKING_UPSTAIRS,frequency,body,linear,3,XYZ,sd,-0.3792664997804878
8,WALKING_UPSTAIRS,frequency,body,angular,2,XYZ,mean,-0.2296109526097561
8,WALKING_UPSTAIRS,frequency,body,angular,2,XYZ,sd,-0.18332564713414634
8,WALKING_UPSTAIRS,frequency,body,angular,3,XYZ,mean,-0.46327057804878047
8,WALKING_UPSTAIRS,frequency,body,angular,3,XYZ,sd,-0.5757332907317073
9,LAYING,time,body,linear,2,Z,mean,-0.10754972144
9,LAYING,time,body,linear,2,X,sd,-0.94233309
9,LAYING,time,body,linear,2,Y,sd,-0.9162927764000001
9,LAYING,time,body,linear,2,Z,sd,-0.9407072854
9,LAYING,time,gravity,linear,2,X,mean,-0.5802528348
9,LAYING,time,gravity,linear,2,Y,mean,-0.1191541962
9,LAYING,time,gravity,linear,2,Z,mean,0.9578730416
9,LAYING,time,gravity,linear,2,X,sd,-0.9218210626
9,LAYING,time,gravity,linear,2,Y,sd,-0.9699944882
9,LAYING,time,gravity,linear,2,Z,sd,-0.9712046902
9,LAYING,time,body,linear,3,X,mean,0.08807344764
9,LAYING,time,body,linear,3,Y,mean,0.011561732718000001
9,LAYING,time,body,linear,3,Z,mean,-0.007053677858399999
9,LAYING,time,body,linear,3,X,sd,-0.9647404702
9,LAYING,time,body,linear,3,Y,sd,-0.9639966798
9,LAYING,time,body,linear,3,Z,sd,-0.958562455
9,LAYING,time,body,angular,2,X,mean,-0.013632036148
9,LAYING,time,body,angular,2,Y,mean,-0.15890291983000002
9,LAYING,time,body,angular,2,Z,mean,0.101275010682
9,LAYING,time,body,angular,2,X,sd,-0.9422465098
9,LAYING,time,body,angular,2,Y,sd,-0.9266185314000001
9,LAYING,time,body,angular,2,Z,sd,-0.9615953704
9,LAYING,time,body,angular,3,X,mean,-0.10384667982
9,LAYING,time,body,angular,3,Y,mean,-0.027552256948
9,LAYING,time,body,angular,3,Z,mean,-0.0569490475
9,LAYING,time,body,angular,3,X,sd,-0.945329035
9,LAYING,time,body,angular,3,Y,sd,-0.9621702422
9,LAYING,time,body,angular,3,Z,sd,-0.9770761602
9,LAYING,time,body,linear,2,XYZ,mean,-0.9308684376
9,LAYING,time,body,linear,2,XYZ,sd,-0.91512680016
9,LAYING,time,gravity,linear,2,XYZ,mean,-0.9308684376
9,LAYING,time,gravity,linear,2,XYZ,sd,-0.91512680016
9,LAYING,time,body,linear,3,XYZ,mean,-0.9633745492000001
9,LAYING,time,body,linear,3,XYZ,sd,-0.9550268052
9,LAYING,time,body,angular,2,XYZ,mean,-0.9071250998
9,LAYING,time,body,angular,2,XYZ,sd,-0.8985578738
9,LAYING,time,body,angular,3,XYZ,mean,-0.9645248190000001
9,LAYING,time,body,angular,3,XYZ,sd,-0.9528015598
9,LAYING,frequency,body,linear,2,X,mean,-0.946865494
9,LAYING,frequency,body,linear,2,Y,mean,-0.9343665984
9,LAYING,frequency,body,linear,2,Z,mean,-0.9459190006
9,LAYING,frequency,body,linear,2,X,sd,-0.9409810272
9,LAYING,frequency,body,linear,2,Y,sd,-0.9128367508
9,LAYING,frequency,body,linear,2,Z,sd,-0.9419711636
9,LAYING,frequency,body,linear,3,X,mean,-0.964304065
9,LAYING,frequency,body,linear,3,Y,mean,-0.9640828062000001
9,LAYING,frequency,body,linear,3,Z,mean,-0.955909215
9,LAYING,frequency,body,linear,3,X,sd,-0.9686013042
9,LAYING,frequency,body,linear,3,Y,sd,-0.966634136
9,LAYING,frequency,body,linear,3,Z,sd,-0.9597147176
9,LAYING,frequency,body,angular,2,X,mean,-0.930297921
9,LAYING,frequency,body,angular,2,Y,mean,-0.9345796594
9,LAYING,frequency,body,angular,2,Z,mean,-0.9598150092000001
9,LAYING,frequency,body,angular,2,X,sd,-0.9463891504
9,LAYING,frequency,body,angular,2,Y,sd,-0.9231319366
9,LAYING,frequency,body,angular,2,Z,sd,-0.965686312
9,LAYING,frequency,body,linear,2,XYZ,mean,-0.9266042952
9,LAYING,frequency,body,linear,2,XYZ,sd,-0.921929738394
9,LAYING,frequency,body,linear,3,XYZ,mean,-0.9543205856000001
9,LAYING,frequency,body,linear,3,XYZ,sd,-0.9550947122
9,LAYING,frequency,body,angular,2,XYZ,mean,-0.9186053356
9,LAYING,frequency,body,angular,2,XYZ,sd,-0.9034005814
9,LAYING,frequency,body,angular,3,XYZ,mean,-0.9558062546
9,LAYING,frequency,body,angular,3,XYZ,sd,-0.9522904702
9,SITTING,time,body,linear,2,Z,mean,-0.07537846885999999
9,SITTING,time,body,linear,2,X,sd,-0.9572277914
9,SITTING,time,body,linear,2,Y,sd,-0.875141405
9,SITTING,time,body,linear,2,Z,sd,-0.83200187268
9,SITTING,time,gravity,linear,2,X,mean,0.9163245106
9,SITTING,time,gravity,linear,2,Y,mean,-0.0414258228938
9,SITTING,time,gravity,linear,2,Z,mean,0.085263099144
9,SITTING,time,gravity,linear,2,X,sd,-0.9552804062000001
9,SITTING,time,gravity,linear,2,Y,sd,-0.94645197
9,SITTING,time,gravity,linear,2,Z,sd,-0.88585411242
9,SITTING,time,body,linear,3,X,mean,0.077005006374
9,SITTING,time,body,linear,3,Y,mean,0.009817397262
9,SITTING,time,body,linear,3,Z,mean,-0.008674672651
9,SITTING,time,body,linear,3,X,sd,-0.9645358564000001
9,SITTING,time,body,linear,3,Y,sd,-0.9567775448
9,SITTING,time,body,linear,3,Z,sd,-0.9618894376
9,SITTING,time,body,angular,2,X,mean,-0.042328876778
9,SITTING,time,body,angular,2,Y,mean,-0.04142711812
9,SITTING,time,body,angular,2,Z,mean,0.0807919285908
9,SITTING,time,body,angular,2,X,sd,-0.9590200492000001
9,SITTING,time,body,angular,2,Y,sd,-0.9191882264000001
9,SITTING,time,body,angular,2,Z,sd,-0.9301768338
9,SITTING,time,body,angular,3,X,mean,-0.0930708106
9,SITTING,time,body,angular,3,Y,mean,-0.046663441472
9,SITTING,time,body,angular,3,Z,mean,-0.052841489994
9,SITTING,time,body,angular,3,X,sd,-0.9645323452
9,SITTING,time,body,angular,3,Y,sd,-0.9719274472
9,SITTING,time,body,angular,3,Z,sd,-0.9687388914
9,SITTING,time,body,linear,2,XYZ,mean,-0.8933617176
9,SITTING,time,body,linear,2,XYZ,sd,-0.8637564342
9,SITTING,time,gravity,linear,2,XYZ,mean,-0.8933617176
9,SITTING,time,gravity,linear,2,XYZ,sd,-0.8637564342
9,SITTING,time,body,linear,3,XYZ,mean,-0.964383757
9,SITTING,time,body,linear,3,XYZ,sd,-0.9517802432000001
9,SITTING,time,body,angular,2,XYZ,mean,-0.9032355368
9,SITTING,time,body,angular,2,XYZ,sd,-0.9066063206
9,SITTING,time,body,angular,3,XYZ,mean,-0.9733641366000001
9,SITTING,time,body,angular,3,XYZ,sd,-0.9663610734
9,SITTING,frequency,body,linear,2,X,mean,-0.959413594
9,SITTING,frequency,body,linear,2,Y,mean,-0.911683219
9,SITTING,frequency,body,linear,2,Z,mean,-0.8922013438
9,SITTING,frequency,body,linear,2,X,sd,-0.9569034590000001
9,SITTING,frequency,body,linear,2,Y,sd,-0.86761360746
9,SITTING,frequency,body,linear,2,Z,sd,-0.818001834824
9,SITTING,frequency,body,linear,3,X,mean,-0.9655962396000001
9,SITTING,frequency,body,linear,3,Y,mean,-0.9580073906000001
9,SITTING,frequency,body,linear,3,Z,mean,-0.9575269752
9,SITTING,frequency,body,linear,3,X,sd,-0.9666604036
9,SITTING,frequency,body,linear,3,Y,sd,-0.9585229866
9,SITTING,frequency,body,linear,3,Z,sd,-0.9649413418
9,SITTING,frequency,body,angular,2,X,mean,-0.950315237
9,SITTING,frequency,body,angular,2,Y,mean,-0.9396930078
9,SITTING,frequency,body,angular,2,Z,mean,-0.9403123130000001
9,SITTING,frequency,body,angular,2,X,sd,-0.9618360162
9,SITTING,frequency,body,angular,2,Y,sd,-0.910583361
9,SITTING,frequency,body,angular,2,Z,sd,-0.9341874784
9,SITTING,frequency,body,linear,2,XYZ,mean,-0.8977181972
9,SITTING,frequency,body,linear,2,XYZ,sd,-0.8691725114
9,SITTING,frequency,body,linear,3,XYZ,mean,-0.9530504408
9,SITTING,frequency,body,linear,3,XYZ,sd,-0.9493949814000001
9,SITTING,frequency,body,angular,2,XYZ,mean,-0.9344377378000001
9,SITTING,frequency,body,angular,2,XYZ,sd,-0.9064712292
9,SITTING,frequency,body,angular,3,XYZ,mean,-0.9683155878
9,SITTING,frequency,body,angular,3,XYZ,sd,-0.9659970148
9,STANDING,time,body,linear,2,Z,mean,-0.09527474813333334
9,STANDING,time,body,linear,2,X,sd,-0.9757412524444444
9,STANDING,time,body,linear,2,Y,sd,-0.9386357593333334
9,STANDING,time,body,linear,2,Z,sd,-0.9192958057777778
9,STANDING,time,gravity,linear,2,X,mean,0.9613235022222222
9,STANDING,time,gravity,linear,2,Y,mean,-0.010383816474000001
9,STANDING,time,gravity,linear,2,Z,mean,0.009147692355555556
9,STANDING,time,gravity,linear,2,X,sd,-0.9891031604444445
9,STANDING,time,gravity,linear,2,Y,sd,-0.9725738675555556
9,STANDING,time,gravity,linear,2,Z,sd,-0.9322452951111111
9,STANDING,time,body,linear,3,X,mean,0.07600320535555556
9,STANDING,time,body,linear,3,Y,mean,0.013069979606666667
9,STANDING,time,body,linear,3,Z,mean,-0.004700785502
9,STANDING,time,body,linear,3,X,sd,-0.9699733988888889
9,STANDING,time,body,linear,3,Y,sd,-0.963849332888889
9,STANDING,time,body,linear,3,Z,sd,-0.9705842646666667
9,STANDING,time,body,angular,2,X,mean,-0.029183136346
9,STANDING,time,body,angular,2,Y,mean,-0.060810158296
9,STANDING,time,body,angular,2,Z,mean,0.09924093322222223
9,STANDING,time,body,angular,2,X,sd,-0.921990612
9,STANDING,time,body,angular,2,Y,sd,-0.9460466404444445
9,STANDING,time,body,angular,2,Z,sd,-0.9398897373333334
9,STANDING,time,body,angular,3,X,mean,-0.095897704
9,STANDING,time,body,angular,3,Y,mean,-0.041919957433333335
9,STANDING,time,body,angular,3,Z,mean,-0.05757431314888889
9,STANDING,time,body,angular,3,X,sd,-0.9491056915555556
9,STANDING,time,body,angular,3,Y,sd,-0.9750365304444445
9,STANDING,time,body,angular,3,Z,sd,-0.9697264835555556
9,STANDING,time,body,linear,2,XYZ,mean,-0.9451674824444445
9,STANDING,time,body,linear,2,XYZ,sd,-0.9361050104444445
9,STANDING,time,gravity,linear,2,XYZ,mean,-0.9451674824444445
9,STANDING,time,gravity,linear,2,XYZ,sd,-0.9361050104444445
9,STANDING,time,body,linear,3,XYZ,mean,-0.9695245788888889
9,STANDING,time,body,linear,3,XYZ,sd,-0.9637641777777778
9,STANDING,time,body,angular,2,XYZ,mean,-0.9210302231111112
9,STANDING,time,body,angular,2,XYZ,sd,-0.9082914031111111
9,STANDING,time,body,angular,3,XYZ,mean,-0.9698240442222222
9,STANDING,time,body,angular,3,XYZ,sd,-0.9652870508888889
9,STANDING,frequency,body,linear,2,X,mean,-0.971662692
9,STANDING,frequency,body,linear,2,Y,mean,-0.9448494317777778
9,STANDING,frequency,body,linear,2,Z,mean,-0.9416868742222223
9,STANDING,frequency,body,linear,2,X,sd,-0.9775792484444445
9,STANDING,frequency,body,linear,2,Y,sd,-0.938790016888889
9,STANDING,frequency,body,linear,2,Z,sd,-0.9138968322222222
9,STANDING,frequency,body,linear,3,X,mean,-0.9713137686666667
9,STANDING,frequency,body,linear,3,Y,mean,-0.9626242988888889
9,STANDING,frequency,body,linear,3,Z,mean,-0.9671292004444445
9,STANDING,frequency,body,linear,3,X,sd,-0.9712788233333334
9,STANDING,frequency,body,linear,3,Y,sd,-0.9682345795555556
9,STANDING,frequency,body,linear,3,Z,sd,-0.9725887486666668
9,STANDING,frequency,body,angular,2,X,mean,-0.9169744375555555
9,STANDING,frequency,body,angular,2,Y,mean,-0.9545143015555556
9,STANDING,frequency,body,angular,2,Z,mean,-0.9415103360000001
9,STANDING,frequency,body,angular,2,X,sd,-0.9247385764444445
9,STANDING,frequency,body,angular,2,Y,sd,-0.941950576888889
9,STANDING,frequency,body,angular,2,Z,sd,-0.9449428117777778
9,STANDING,frequency,body,linear,2,XYZ,mean,-0.9463301717777778
9,STANDING,frequency,body,linear,2,XYZ,sd,-0.9402655464444445
9,STANDING,frequency,body,linear,3,XYZ,mean,-0.963242884
9,STANDING,frequency,body,linear,3,XYZ,sd,-0.9635931595555556
9,STANDING,frequency,body,angular,2,XYZ,mean,-0.9297690677777778
9,STANDING,frequency,body,angular,2,XYZ,sd,-0.9109096595555556
9,STANDING,frequency,body,angular,3,XYZ,mean,-0.967491628
9,STANDING,frequency,body,angular,3,XYZ,sd,-0.9647707991111112
9,WALKING,time,body,linear,2,Z,mean,-0.11082051230769231
9,WALKING,time,body,linear,2,X,sd,-0.2383535626923077
9,WALKING,time,body,linear,2,Y,sd,-0.20169696082692307
9,WALKING,time,body,linear,2,Z,sd,-0.05796364690307692
9,WALKING,time,gravity,linear,2,X,mean,0.9518670796153846
9,WALKING,time,gravity,linear,2,Y,mean,-0.03143417387307692
9,WALKING,time,gravity,linear,2,Z,mean,-0.11585612108038461
9,WALKING,time,gravity,linear,2,X,sd,-0.9809719736538463
9,WALKING,time,gravity,linear,2,Y,sd,-0.9712424230769231
9,WALKING,time,gravity,linear,2,Z,sd,-0.9555239955769231
9,WALKING,time,body,linear,3,X,mean,0.07043572704807692
9,WALKING,time,body,linear,3,Y,mean,0.02122559100173077
9,WALKING,time,body,linear,3,Z,mean,0.004147627401923078
9,WALKING,time,body,linear,3,X,sd,-0.20673378796153846
9,WALKING,time,body,linear,3,Y,sd,-0.27692993384615383
9,WALKING,time,body,linear,3,Z,sd,-0.4097645261538462
9,WALKING,time,body,angular,2,X,mean,-0.08083605986538461
9,WALKING,time,body,angular,2,Y,mean,-0.06255987106153846
9,WALKING,time,body,angular,2,Z,mean,0.11162977989615386
9,WALKING,time,body,angular,2,X,sd,-0.47616350673076924
9,WALKING,time,body,angular,2,Y,sd,-0.4670541678846154
9,WALKING,time,body,angular,2,Z,sd,-0.26568352134615386
9,WALKING,time,body,angular,3,X,mean,-0.08092040944615385
9,WALKING,time,body,angular,3,Y,mean,-0.035628342703846155
9,WALKING,time,body,angular,3,Z,mean,-0.06334066205923077
9,WALKING,time,body,angular,3,X,sd,-0.5269853090384615
9,WALKING,time,body,angular,3,Y,sd,-0.5492002280769231
9,WALKING,time,body,angular,3,Z,sd,-0.45788149403846157
9,WALKING,time,body,linear,2,XYZ,mean,-0.09808404961434615
9,WALKING,time,body,linear,2,XYZ,sd,-0.37942877
9,WALKING,time,gravity,linear,2,XYZ,mean,-0.09808404961434615
9,WALKING,time,gravity,linear,2,XYZ,sd,-0.37942877
9,WALKING,time,body,linear,3,XYZ,mean,-0.20373361551923078
9,WALKING,time,body,linear,3,XYZ,sd,-0.3171134871153846
9,WALKING,time,body,angular,2,XYZ,mean,-0.2945422668269231
9,WALKING,time,body,angular,2,XYZ,sd,-0.48972581153846156
9,WALKING,time,body,angular,3,XYZ,mean,-0.5102539957692308
9,WALKING,time,body,angular,3,XYZ,sd,-0.5998664726923078
9,WALKING,frequency,body,linear,2,X,mean,-0.29471116365384614
9,WALKING,frequency,body,linear,2,Y,mean,-0.25767761615384616
9,WALKING,frequency,body,linear,2,Z,mean,-0.25080625978846155
9,WALKING,frequency,body,linear,2,X,sd,-0.21801997742307694
9,WALKING,frequency,body,linear,2,Y,sd,-0.22397255859615384
9,WALKING,frequency,body,linear,2,Z,sd,-0.03379652565730769
9,WALKING,frequency,body,linear,3,X,mean,-0.3142654013461539
9,WALKING,frequency,body,linear,3,Y,mean,-0.367706595
9,WALKING,frequency,body,linear,3,Z,mean,-0.3995412451923077
9,WALKING,frequency,body,linear,3,X,sd,-0.1702283401344231
9,WALKING,frequency,body,linear,3,Y,sd,-0.22838047348076923
9,WALKING,frequency,body,linear,3,Z,sd,-0.4191043628846154
9,WALKING,frequency,body,angular,2,X,mean,-0.38367612096153847
9,WALKING,frequency,body,angular,2,Y,mean,-0.4369058605769231
9,WALKING,frequency,body,angular,2,Z,mean,-0.2402225121346154
9,WALKING,frequency,body,angular,2,X,sd,-0.5074045126923077
9,WALKING,frequency,body,angular,2,Y,sd,-0.49099033634615386
9,WALKING,frequency,body,angular,2,Z,sd,-0.34236722326923075
9,WALKING,frequency,body,linear,2,XYZ,mean,-0.3188010227115385
9,WALKING,frequency,body,linear,2,XYZ,sd,-0.5138919532692308
9,WALKING,frequency,body,linear,3,XYZ,mean,-0.3168707155769231
9,WALKING,frequency,body,linear,3,XYZ,sd,-0.32233753673076926
9,WALKING,frequency,body,angular,2,XYZ,mean,-0.5137974803846154
9,WALKING,frequency,body,angular,2,XYZ,sd,-0.5627145286538462
9,WALKING,frequency,body,angular,3,XYZ,mean,-0.6025816182692308
9,WALKING,frequency,body,angular,3,XYZ,sd,-0.6243519236538462
9,WALKING_DOWNSTAIRS,time,body,linear,2,Z,mean,-0.0910278793952381
9,WALKING_DOWNSTAIRS,time,body,linear,2,X,sd,0.21339227054761906
9,WALKING_DOWNSTAIRS,time,body,linear,2,Y,sd,-0.2083107055047619
9,WALKING_DOWNSTAIRS,time,body,linear,2,Z,sd,-0.00771530035714286
9,WALKING_DOWNSTAIRS,time,gravity,linear,2,X,mean,0.9384177733333333
9,WALKING_DOWNSTAIRS,time,gravity,linear,2,Y,mean,-0.03523046451047619
9,WALKING_DOWNSTAIRS,time,gravity,linear,2,Z,mean,-0.08227617494261905
9,WALKING_DOWNSTAIRS,time,gravity,linear,2,X,sd,-0.9521412207142858
9,WALKING_DOWNSTAIRS,time,gravity,linear,2,Y,sd,-0.9363065588095238
9,WALKING_DOWNSTAIRS,time,gravity,linear,2,Z,sd,-0.8766412973809524
9,WALKING_DOWNSTAIRS,time,body,linear,3,X,mean,0.13019304380952382
9,WALKING_DOWNSTAIRS,time,body,linear,3,Y,mean,-0.020686596595238096
9,WALKING_DOWNSTAIRS,time,body,linear,3,Z,mean,0.0026256885476190514
9,WALKING_DOWNSTAIRS,time,body,linear,3,X,sd,0.01762334219761905
9,WALKING_DOWNSTAIRS,time,body,linear,3,Y,sd,-0.3094424725
9,WALKING_DOWNSTAIRS,time,body,linear,3,Z,sd,-0.35951336276190476
9,WALKING_DOWNSTAIRS,time,body,angular,2,X,mean,-0.09163830110714286
9,WALKING_DOWNSTAIRS,time,body,angular,2,Y,mean,-0.07125988431428572
9,WALKING_DOWNSTAIRS,time,body,angular,2,Z,mean,0.11680440069047619
9,WALKING_DOWNSTAIRS,time,body,angular,2,X,sd,-0.39642919795238096
9,WALKING_DOWNSTAIRS,time,body,angular,2,Y,sd,-0.34076523314285717
9,WALKING_DOWNSTAIRS,time,body,angular,2,Z,sd,-0.27968515019190476
9,WALKING_DOWNSTAIRS,time,body,angular,3,X,mean,-0.09459120244761905
9,WALKING_DOWNSTAIRS,time,body,angular,3,Y,mean,-0.059760833461904764
9,WALKING_DOWNSTAIRS,time,body,angular,3,Z,mean,-0.06780805987857143
9,WALKING_DOWNSTAIRS,time,body,angular,3,X,sd,-0.5096693140476191
9,WALKING_DOWNSTAIRS,time,body,angular,3,Y,sd,-0.4486024511904762
9,WALKING_DOWNSTAIRS,time,body,angular,3,Z,sd,-0.41723955095238097
9,WALKING_DOWNSTAIRS,time,body,linear,2,XYZ,mean,0.14588635793571428
9,WALKING_DOWNSTAIRS,time,body,linear,2,XYZ,sd,0.2651201313652381
9,WALKING_DOWNSTAIRS,time,gravity,linear,2,XYZ,mean,0.14588635793571428
9,WALKING_DOWNSTAIRS,time,gravity,linear,2,XYZ,sd,0.2651201313652381
9,WALKING_DOWNSTAIRS,time,body,linear,3,XYZ,mean,-0.1623760892761905
9,WALKING_DOWNSTAIRS,time,body,linear,3,XYZ,sd,0.03990781855238095
9,WALKING_DOWNSTAIRS,time,body,angular,2,XYZ,mean,-0.16892140063333333
9,WALKING_DOWNSTAIRS,time,body,angular,2,XYZ,sd,-0.3223314647619048
9,WALKING_DOWNSTAIRS,time,body,angular,3,XYZ,mean,-0.46902843404761907
9,WALKING_DOWNSTAIRS,time,body,angular,3,XYZ,sd,-0.45585542523809525
9,WALKING_DOWNSTAIRS,frequency,body,linear,2,X,mean,0.10312850619761905
9,WALKING_DOWNSTAIRS,frequency,body,linear,2,Y,mean,-0.18312045542857144
9,WALKING_DOWNSTAIRS,frequency,body,linear,2,Z,mean,-0.10370582265785713
9,WALKING_DOWNSTAIRS,frequency,body,linear,2,X,sd,0.25048875886904765
9,WALKING_DOWNSTAIRS,frequency,body,linear,2,Y,sd,-0.27356138514285716
9,WALKING_DOWNSTAIRS,frequency,body,linear,2,Z,sd,-0.03494949271428573
9,WALKING_DOWNSTAIRS,frequency,body,linear,3,X,mean,-0.0645354342404762
9,WALKING_DOWNSTAIRS,frequency,body,linear,3,Y,mean,-0.3136430418095238
9,WALKING_DOWNSTAIRS,frequency,body,linear,3,Z,mean,-0.2936777895952381
9,WALKING_DOWNSTAIRS,frequency,body,linear,3,X,sd,0.009382243371428572
9,WALKING_DOWNSTAIRS,frequency,body,linear,3,Y,sd,-0.35598182142857143
9,WALKING_DOWNSTAIRS,frequency,body,linear,3,Z,sd,-0.4253774083333334
